timestamp,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2020-06-22 13:55:00,1.59,1.59,1.58,1.58,3999.2,-0.01,-0.63,1.584,1.585,1.5845,5177.75,3282.47,2726.12,0.02
2020-06-22 14:00:00,1.58,1.59,1.58,1.58,1720.8,0.0,0.0,1.582,1.585,1.584,4721.21,3291.86,2717.92,0.01
2020-06-22 14:05:00,1.58,1.59,1.58,1.58,32117.5,0.0,0.0,1.582,1.585,1.584,9316.21,6324.94,4253.18,0.16
2020-06-22 14:10:00,1.58,1.58,1.58,1.57,2618.0,0.0,0.0,1.582,1.584,1.584,9561.4,6474.78,4333.82,0.01
2020-06-22 14:15:00,1.58,1.58,1.58,1.57,1870.0,0.0,0.0,1.58,1.583,1.5835,8465.1,6607.9,4379.68,0.01
2020-06-22 14:20:00,1.58,1.58,1.58,1.57,13803.5,0.0,0.0,1.58,1.582,1.5835,10426.0,7801.86,5053.51,0.07
2020-06-22 14:25:00,1.58,1.59,1.59,1.58,9700.94,0.01,0.63,1.582,1.582,1.584,12022.0,8371.6,5474.65,0.05
2020-06-22 14:30:00,1.59,1.59,1.58,1.58,2319.4,-0.01,-0.63,1.582,1.582,1.584,6062.37,7689.29,5489.55,0.01
2020-06-22 14:35:00,1.58,1.58,1.58,1.57,7038.2,0.0,0.0,1.582,1.582,1.584,6946.41,8253.9,5759.48,0.04
2020-06-22 14:40:00,1.58,1.58,1.58,1.57,4726.52,0.0,0.0,1.582,1.581,1.5835,7517.71,7991.41,5932.83,0.02
2020-06-22 14:45:00,1.58,1.58,1.58,1.57,4763.64,0.0,0.0,1.582,1.581,1.583,5709.74,8067.85,5675.16,0.02
2020-06-22 14:50:00,1.58,1.59,1.58,1.58,3060.3,0.0,0.0,1.58,1.581,1.583,4381.61,8201.8,5746.83,0.02
2020-06-22 14:55:00,1.59,1.59,1.58,1.58,4548.86,-0.01,-0.63,1.58,1.581,1.583,4827.5,5444.94,5884.94,0.02
2020-06-22 15:00:00,1.58,1.59,1.58,1.58,2098.68,0.0,0.0,1.58,1.581,1.5825,3839.6,5393.0,5933.89,0.01
2020-06-23 09:35:00,1.58,1.58,1.57,1.56,33689.2,-0.01,-0.63,1.578,1.58,1.5815,9632.14,8574.92,7591.41,0.17
2020-06-23 09:40:00,1.57,1.58,1.57,1.57,7106.1,0.0,0.0,1.576,1.579,1.5805,10100.6,7905.18,7853.52,0.04
2020-06-23 09:45:00,1.57,1.58,1.57,1.56,7649.67,0.0,0.0,1.574,1.577,1.5795,11018.5,7700.06,8035.83,0.04
